,id,from_etyma_id,to_etyma_id,created_at,updated_at
0,1,2224,2319,2015-04-16 09:21:12,2015-04-16 09:21:12
1,2,2226,2227,2015-04-16 09:21:12,2015-04-16 09:21:12
2,3,2227,2226,2015-04-16 09:21:12,2015-04-16 09:21:12
3,4,2229,2230,2015-04-16 09:21:12,2015-04-16 09:21:12
4,5,2230,2229,2015-04-16 09:21:12,2015-04-16 09:21:12
5,6,2233,2242,2015-04-16 09:21:12,2015-04-16 09:21:12
6,7,2234,2254,2015-04-16 09:21:12,2015-04-16 09:21:12
7,8,2237,2238,2015-04-16 09:21:12,2015-04-16 09:21:12
8,9,2238,2237,2015-04-16 09:21:12,2015-04-16 09:21:12
9,10,2242,2233,2015-04-16 09:21:12,2015-04-16 09:21:12
10,11,2245,2261,2015-04-16 09:21:12,2015-04-16 09:21:12
11,12,2249,2252,2015-04-16 09:21:12,2015-04-16 09:21:12
12,13,2251,3632,2015-04-16 09:21:12,2015-04-16 09:21:12
13,14,2252,2253,2015-04-16 09:21:12,2015-04-16 09:21:12
14,15,2253,2262,2015-04-16 09:21:12,2015-04-16 09:21:12
15,16,2254,2234,2015-04-16 09:21:12,2015-04-16 09:21:12
16,17,2261,2245,2015-04-16 09:21:12,2015-04-16 09:21:12
17,18,2262,2266,2015-04-16 09:21:12,2015-04-16 09:21:12
18,19,2266,2267,2015-04-16 09:21:12,2015-04-16 09:21:12
19,20,2267,2249,2015-04-16 09:21:12,2015-04-16 09:21:12
20,21,2270,3636,2015-04-16 09:21:12,2015-04-16 09:21:12
21,22,2272,2538,2015-04-16 09:21:12,2015-04-16 09:21:12
22,23,2275,2338,2015-04-16 09:21:12,2015-04-16 09:21:12
23,24,2282,2283,2015-04-16 09:21:12,2015-04-16 09:21:12
24,25,2283,2684,2015-04-16 09:21:12,2015-04-16 09:21:12
25,26,2285,2334,2015-04-16 09:21:12,2015-04-16 09:21:12
26,27,2291,2662,2015-04-16 09:21:12,2015-04-16 09:21:12
27,28,2292,3455,2015-04-16 09:21:12,2015-04-16 09:21:12
28,29,2293,3456,2015-04-16 09:21:12,2015-04-16 09:21:12
29,30,2296,3642,2015-04-16 09:21:12,2015-04-16 09:21:12
30,31,2300,2315,2015-04-16 09:21:12,2015-04-16 09:21:12
31,32,2305,2747,2015-04-16 09:21:12,2015-04-16 09:21:12
32,33,2307,2365,2015-04-16 09:21:12,2015-04-16 09:21:12
33,34,2309,2670,2015-04-16 09:21:12,2015-04-16 09:21:12
34,35,2310,3594,2015-04-16 09:21:12,2015-04-16 09:21:12
35,36,2315,2317,2015-04-16 09:21:12,2015-04-16 09:21:12
36,37,2317,2300,2015-04-16 09:21:12,2015-04-16 09:21:12
37,38,2319,4372,2015-04-16 09:21:12,2015-04-16 09:21:12
38,39,2321,3672,2015-04-16 09:21:12,2015-04-16 09:21:12
39,40,2324,3770,2015-04-16 09:21:12,2015-04-16 09:21:12
40,41,2327,3802,2015-04-16 09:21:12,2015-04-16 09:21:12
41,42,2328,3824,2015-04-16 09:21:12,2015-04-16 09:21:12
42,43,2330,3652,2015-04-16 09:21:12,2015-04-16 09:21:12
43,44,2331,2337,2015-04-16 09:21:12,2015-04-16 09:21:12
44,45,2333,2722,2015-04-16 09:21:12,2015-04-16 09:21:12
45,46,2334,2336,2015-04-16 09:21:12,2015-04-16 09:21:12
46,47,2335,2737,2015-04-16 09:21:12,2015-04-16 09:21:12
47,48,2336,2285,2015-04-16 09:21:12,2015-04-16 09:21:12
48,49,2337,2331,2015-04-16 09:21:12,2015-04-16 09:21:12
49,50,2338,2275,2015-04-16 09:21:12,2015-04-16 09:21:12
50,51,2344,3659,2015-04-16 09:21:12,2015-04-16 09:21:12
51,52,2346,2749,2015-04-16 09:21:12,2015-04-16 09:21:12
52,53,2348,4245,2015-04-16 09:21:12,2015-04-16 09:21:12
53,54,2351,4406,2015-04-16 09:21:12,2015-04-16 09:21:12
54,55,2352,4319,2015-04-16 09:21:12,2015-04-16 09:21:12
55,56,2353,4289,2015-04-16 09:21:12,2015-04-16 09:21:12
56,57,2354,4317,2015-04-16 09:21:12,2015-04-16 09:21:12
57,58,2358,4393,2015-04-16 09:21:12,2015-04-16 09:21:12
58,59,2359,4318,2015-04-16 09:21:12,2015-04-16 09:21:12
59,60,2361,4328,2015-04-16 09:21:12,2015-04-16 09:21:12
60,61,2362,3661,2015-04-16 09:21:12,2015-04-16 09:21:12
61,62,2363,2756,2015-04-16 09:21:12,2015-04-16 09:21:12
62,63,2365,4425,2015-04-16 09:21:12,2015-04-16 09:21:12
63,64,2371,2379,2015-04-16 09:21:12,2015-04-16 09:21:12
64,65,2372,2377,2015-04-16 09:21:12,2015-04-16 09:21:12
65,66,2377,2381,2015-04-16 09:21:13,2015-04-16 09:21:13
66,67,2379,3671,2015-04-16 09:21:13,2015-04-16 09:21:13
67,68,2381,2393,2015-04-16 09:21:13,2015-04-16 09:21:13
68,69,2391,3678,2015-04-16 09:21:13,2015-04-16 09:21:13
69,70,2393,2394,2015-04-16 09:21:13,2015-04-16 09:21:13
70,71,2394,2441,2015-04-16 09:21:13,2015-04-16 09:21:13
71,72,2401,2420,2015-04-16 09:21:13,2015-04-16 09:21:13
72,73,2406,2505,2015-04-16 09:21:13,2015-04-16 09:21:13
73,74,2408,2501,2015-04-16 09:21:13,2015-04-16 09:21:13
74,75,2410,2412,2015-04-16 09:21:13,2015-04-16 09:21:13
75,76,2412,2413,2015-04-16 09:21:13,2015-04-16 09:21:13
76,77,2413,2415,2015-04-16 09:21:13,2015-04-16 09:21:13
77,78,2415,2410,2015-04-16 09:21:13,2015-04-16 09:21:13
78,79,2418,2419,2015-04-16 09:21:13,2015-04-16 09:21:13
79,80,2419,2418,2015-04-16 09:21:13,2015-04-16 09:21:13
80,81,2420,2401,2015-04-16 09:21:13,2015-04-16 09:21:13
81,82,2424,2455,2015-04-16 09:21:13,2015-04-16 09:21:13
82,83,2427,2500,2015-04-16 09:21:13,2015-04-16 09:21:13
83,84,2431,2434,2015-04-16 09:21:13,2015-04-16 09:21:13
84,85,2433,2477,2015-04-16 09:21:13,2015-04-16 09:21:13
85,86,2434,2431,2015-04-16 09:21:13,2015-04-16 09:21:13
86,87,2436,2437,2015-04-16 09:21:13,2015-04-16 09:21:13
87,88,2437,2444,2015-04-16 09:21:13,2015-04-16 09:21:13
88,89,2438,2485,2015-04-16 09:21:13,2015-04-16 09:21:13
89,90,2441,2481,2015-04-16 09:21:13,2015-04-16 09:21:13
90,91,2444,2488,2015-04-16 09:21:13,2015-04-16 09:21:13
91,92,2445,2492,2015-04-16 09:21:13,2015-04-16 09:21:13
92,93,2451,2515,2015-04-16 09:21:13,2015-04-16 09:21:13
93,94,2452,2466,2015-04-16 09:21:13,2015-04-16 09:21:13
94,95,2453,2514,2015-04-16 09:21:13,2015-04-16 09:21:13
95,96,2454,2459,2015-04-16 09:21:13,2015-04-16 09:21:13
96,97,2455,2460,2015-04-16 09:21:13,2015-04-16 09:21:13
97,98,2459,2464,2015-04-16 09:21:13,2015-04-16 09:21:13
98,99,2460,2462,2015-04-16 09:21:13,2015-04-16 09:21:13
99,100,2461,2467,2015-04-16 09:21:13,2015-04-16 09:21:13
100,101,2462,2424,2015-04-16 09:21:13,2015-04-16 09:21:13
101,102,2464,2499,2015-04-16 09:21:13,2015-04-16 09:21:13
102,103,2466,2509,2015-04-16 09:21:13,2015-04-16 09:21:13
103,104,2467,2461,2015-04-16 09:21:13,2015-04-16 09:21:13
104,105,2469,2506,2015-04-16 09:21:13,2015-04-16 09:21:13
105,106,2470,3717,2015-04-16 09:21:13,2015-04-16 09:21:13
106,107,2477,2433,2015-04-16 09:21:13,2015-04-16 09:21:13
107,108,2481,2482,2015-04-16 09:21:13,2015-04-16 09:21:13
108,109,2482,2372,2015-04-16 09:21:13,2015-04-16 09:21:13
109,110,2484,2486,2015-04-16 09:21:13,2015-04-16 09:21:13
110,111,2485,2490,2015-04-16 09:21:13,2015-04-16 09:21:13
111,112,2486,2487,2015-04-16 09:21:13,2015-04-16 09:21:13
112,113,2487,2496,2015-04-16 09:21:13,2015-04-16 09:21:13
113,114,2488,2489,2015-04-16 09:21:13,2015-04-16 09:21:13
114,115,2489,2491,2015-04-16 09:21:13,2015-04-16 09:21:13
115,116,2490,2438,2015-04-16 09:21:13,2015-04-16 09:21:13
116,117,2491,2493,2015-04-16 09:21:13,2015-04-16 09:21:13
117,118,2492,2495,2015-04-16 09:21:13,2015-04-16 09:21:13
118,119,2493,2494,2015-04-16 09:21:13,2015-04-16 09:21:13
119,120,2494,2436,2015-04-16 09:21:13,2015-04-16 09:21:13
120,121,2495,2445,2015-04-16 09:21:13,2015-04-16 09:21:13
121,122,2496,2484,2015-04-16 09:21:13,2015-04-16 09:21:13
122,123,2499,2454,2015-04-16 09:21:13,2015-04-16 09:21:13
123,124,2500,2427,2015-04-16 09:21:13,2015-04-16 09:21:13
124,125,2501,2408,2015-04-16 09:21:13,2015-04-16 09:21:13
125,126,2505,2406,2015-04-16 09:21:13,2015-04-16 09:21:13
126,127,2506,2469,2015-04-16 09:21:13,2015-04-16 09:21:13
127,128,2509,2452,2015-04-16 09:21:13,2015-04-16 09:21:13
128,129,2512,2518,2015-04-16 09:21:13,2015-04-16 09:21:13
129,130,2514,2522,2015-04-16 09:21:13,2015-04-16 09:21:13
130,131,2515,2516,2015-04-16 09:21:13,2015-04-16 09:21:13
131,132,2516,2517,2015-04-16 09:21:13,2015-04-16 09:21:13
132,133,2517,2523,2015-04-16 09:21:13,2015-04-16 09:21:13
133,134,2518,2520,2015-04-16 09:21:13,2015-04-16 09:21:13
134,135,2520,2512,2015-04-16 09:21:13,2015-04-16 09:21:13
135,136,2521,2525,2015-04-16 09:21:13,2015-04-16 09:21:13
136,137,2522,2524,2015-04-16 09:21:13,2015-04-16 09:21:13
137,138,2523,2451,2015-04-16 09:21:13,2015-04-16 09:21:13
138,139,2524,2526,2015-04-16 09:21:13,2015-04-16 09:21:13
139,140,2525,2532,2015-04-16 09:21:13,2015-04-16 09:21:13
140,141,2526,2528,2015-04-16 09:21:13,2015-04-16 09:21:13
141,142,2528,2453,2015-04-16 09:21:13,2015-04-16 09:21:13
142,143,2532,2521,2015-04-16 09:21:13,2015-04-16 09:21:13
143,144,2536,2553,2015-04-16 09:21:13,2015-04-16 09:21:13
144,145,2538,2272,2015-04-16 09:21:13,2015-04-16 09:21:13
145,146,2540,2579,2015-04-16 09:21:13,2015-04-16 09:21:13
146,147,2548,2573,2015-04-16 09:21:13,2015-04-16 09:21:13
147,148,2549,2559,2015-04-16 09:21:13,2015-04-16 09:21:13
148,149,2550,4423,2015-04-16 09:21:13,2015-04-16 09:21:13
149,150,2553,2592,2015-04-16 09:21:13,2015-04-16 09:21:13
150,151,2559,2549,2015-04-16 09:21:13,2015-04-16 09:21:13
151,152,2560,2561,2015-04-16 09:21:13,2015-04-16 09:21:13
152,153,2561,2560,2015-04-16 09:21:13,2015-04-16 09:21:13
153,154,2563,2566,2015-04-16 09:21:13,2015-04-16 09:21:13
154,155,2564,2622,2015-04-16 09:21:13,2015-04-16 09:21:13
155,156,2566,2563,2015-04-16 09:21:13,2015-04-16 09:21:13
156,157,2568,2571,2015-04-16 09:21:13,2015-04-16 09:21:13
157,158,2571,2568,2015-04-16 09:21:13,2015-04-16 09:21:13
158,159,2573,2548,2015-04-16 09:21:13,2015-04-16 09:21:13
159,160,2579,2770,2015-04-16 09:21:13,2015-04-16 09:21:13
160,161,2591,2952,2015-04-16 09:21:13,2015-04-16 09:21:13
161,162,2592,2536,2015-04-16 09:21:13,2015-04-16 09:21:13
162,163,2594,2608,2015-04-16 09:21:13,2015-04-16 09:21:13
163,164,2597,2603,2015-04-16 09:21:13,2015-04-16 09:21:13
164,165,2598,4338,2015-04-16 09:21:13,2015-04-16 09:21:13
165,166,2601,2614,2015-04-16 09:21:13,2015-04-16 09:21:13
166,167,2603,2597,2015-04-16 09:21:13,2015-04-16 09:21:13
167,168,2608,2594,2015-04-16 09:21:13,2015-04-16 09:21:13
168,169,2614,2636,2015-04-16 09:21:13,2015-04-16 09:21:13
169,170,2620,2623,2015-04-16 09:21:13,2015-04-16 09:21:13
170,171,2622,2564,2015-04-16 09:21:13,2015-04-16 09:21:13
171,172,2623,2624,2015-04-16 09:21:13,2015-04-16 09:21:13
172,173,2624,2620,2015-04-16 09:21:13,2015-04-16 09:21:13
173,174,2625,2645,2015-04-16 09:21:13,2015-04-16 09:21:13
174,175,2635,2638,2015-04-16 09:21:13,2015-04-16 09:21:13
175,176,2636,2601,2015-04-16 09:21:13,2015-04-16 09:21:13
176,177,2638,2635,2015-04-16 09:21:13,2015-04-16 09:21:13
177,178,2645,4231,2015-04-16 09:21:13,2015-04-16 09:21:13
178,179,2659,3623,2015-04-16 09:21:13,2015-04-16 09:21:13
179,180,2660,3624,2015-04-16 09:21:13,2015-04-16 09:21:13
180,181,2661,2990,2015-04-16 09:21:13,2015-04-16 09:21:13
181,182,2662,2714,2015-04-16 09:21:13,2015-04-16 09:21:13
182,183,2668,3453,2015-04-16 09:21:13,2015-04-16 09:21:13
183,184,2670,2309,2015-04-16 09:21:13,2015-04-16 09:21:13
184,185,2674,2987,2015-04-16 09:21:13,2015-04-16 09:21:13
185,186,2675,3634,2015-04-16 09:21:14,2015-04-16 09:21:14
186,187,2678,2994,2015-04-16 09:21:14,2015-04-16 09:21:14
187,188,2684,2687,2015-04-16 09:21:14,2015-04-16 09:21:14
188,189,2685,3359,2015-04-16 09:21:14,2015-04-16 09:21:14
189,190,2687,4293,2015-04-16 09:21:14,2015-04-16 09:21:14
190,191,2689,3413,2015-04-16 09:21:14,2015-04-16 09:21:14
191,192,2690,2695,2015-04-16 09:21:14,2015-04-16 09:21:14
192,193,2691,3358,2015-04-16 09:21:14,2015-04-16 09:21:14
193,194,2695,2690,2015-04-16 09:21:14,2015-04-16 09:21:14
194,195,2699,3588,2015-04-16 09:21:14,2015-04-16 09:21:14
195,196,2703,3581,2015-04-16 09:21:14,2015-04-16 09:21:14
196,197,2706,3611,2015-04-16 09:21:14,2015-04-16 09:21:14
197,198,2708,3578,2015-04-16 09:21:14,2015-04-16 09:21:14
198,199,2709,3617,2015-04-16 09:21:14,2015-04-16 09:21:14
199,200,2714,3626,2015-04-16 09:21:14,2015-04-16 09:21:14
200,201,2720,2732,2015-04-16 09:21:14,2015-04-16 09:21:14
201,202,2722,3803,2015-04-16 09:21:14,2015-04-16 09:21:14
202,203,2724,3817,2015-04-16 09:21:14,2015-04-16 09:21:14
203,204,2725,3810,2015-04-16 09:21:14,2015-04-16 09:21:14
204,205,2730,3845,2015-04-16 09:21:14,2015-04-16 09:21:14
205,206,2731,3851,2015-04-16 09:21:14,2015-04-16 09:21:14
206,207,2732,2738,2015-04-16 09:21:14,2015-04-16 09:21:14
207,208,2733,3804,2015-04-16 09:21:14,2015-04-16 09:21:14
208,209,2734,3805,2015-04-16 09:21:14,2015-04-16 09:21:14
209,210,2737,2335,2015-04-16 09:21:14,2015-04-16 09:21:14
210,211,2738,3808,2015-04-16 09:21:14,2015-04-16 09:21:14
211,212,2741,3612,2015-04-16 09:21:14,2015-04-16 09:21:14
212,213,2747,2305,2015-04-16 09:21:14,2015-04-16 09:21:14
213,214,2749,2346,2015-04-16 09:21:14,2015-04-16 09:21:14
214,215,2750,4312,2015-04-16 09:21:14,2015-04-16 09:21:14
215,216,2756,4415,2015-04-16 09:21:14,2015-04-16 09:21:14
216,217,2761,2858,2015-04-16 09:21:14,2015-04-16 09:21:14
217,218,2765,2797,2015-04-16 09:21:14,2015-04-16 09:21:14
218,219,2768,2769,2015-04-16 09:21:14,2015-04-16 09:21:14
219,220,2769,2768,2015-04-16 09:21:14,2015-04-16 09:21:14
220,221,2770,2540,2015-04-16 09:21:14,2015-04-16 09:21:14
221,222,2781,2811,2015-04-16 09:21:14,2015-04-16 09:21:14
222,223,2785,2795,2015-04-16 09:21:14,2015-04-16 09:21:14
223,224,2787,3130,2015-04-16 09:21:14,2015-04-16 09:21:14
224,225,2795,2785,2015-04-16 09:21:14,2015-04-16 09:21:14
225,226,2797,2943,2015-04-16 09:21:14,2015-04-16 09:21:14
226,227,2801,2818,2015-04-16 09:21:14,2015-04-16 09:21:14
227,228,2803,2816,2015-04-16 09:21:14,2015-04-16 09:21:14
228,229,2811,2781,2015-04-16 09:21:14,2015-04-16 09:21:14
229,230,2816,2803,2015-04-16 09:21:14,2015-04-16 09:21:14
230,231,2818,2819,2015-04-16 09:21:14,2015-04-16 09:21:14
231,232,2819,2801,2015-04-16 09:21:14,2015-04-16 09:21:14
232,233,2824,2875,2015-04-16 09:21:14,2015-04-16 09:21:14
233,234,2826,2836,2015-04-16 09:21:14,2015-04-16 09:21:14
234,235,2836,2837,2015-04-16 09:21:14,2015-04-16 09:21:14
235,236,2837,2846,2015-04-16 09:21:14,2015-04-16 09:21:14
236,237,2845,2902,2015-04-16 09:21:14,2015-04-16 09:21:14
237,238,2846,2847,2015-04-16 09:21:14,2015-04-16 09:21:14
238,239,2847,2826,2015-04-16 09:21:14,2015-04-16 09:21:14
239,240,2853,2895,2015-04-16 09:21:14,2015-04-16 09:21:14
240,241,2855,2856,2015-04-16 09:21:14,2015-04-16 09:21:14
241,242,2856,2855,2015-04-16 09:21:14,2015-04-16 09:21:14
242,243,2858,3105,2015-04-16 09:21:14,2015-04-16 09:21:14
243,244,2859,2899,2015-04-16 09:21:14,2015-04-16 09:21:14
244,245,2874,2900,2015-04-16 09:21:14,2015-04-16 09:21:14
245,246,2875,2914,2015-04-16 09:21:14,2015-04-16 09:21:14
246,247,2876,2883,2015-04-16 09:21:14,2015-04-16 09:21:14
247,248,2878,2889,2015-04-16 09:21:14,2015-04-16 09:21:14
248,249,2880,2884,2015-04-16 09:21:14,2015-04-16 09:21:14
249,250,2883,2887,2015-04-16 09:21:14,2015-04-16 09:21:14
250,251,2884,2892,2015-04-16 09:21:14,2015-04-16 09:21:14
251,252,2887,2910,2015-04-16 09:21:14,2015-04-16 09:21:14
252,253,2889,2878,2015-04-16 09:21:14,2015-04-16 09:21:14
253,254,2892,2880,2015-04-16 09:21:14,2015-04-16 09:21:14
254,255,2895,2853,2015-04-16 09:21:14,2015-04-16 09:21:14
255,256,2899,2859,2015-04-16 09:21:14,2015-04-16 09:21:14
256,257,2900,2874,2015-04-16 09:21:14,2015-04-16 09:21:14
257,258,2902,4291,2015-04-16 09:21:14,2015-04-16 09:21:14
258,259,2910,2876,2015-04-16 09:21:14,2015-04-16 09:21:14
259,260,2911,2912,2015-04-16 09:21:14,2015-04-16 09:21:14
260,261,2912,2915,2015-04-16 09:21:14,2015-04-16 09:21:14
261,262,2914,2916,2015-04-16 09:21:14,2015-04-16 09:21:14
262,263,2915,2911,2015-04-16 09:21:14,2015-04-16 09:21:14
263,264,2916,2918,2015-04-16 09:21:14,2015-04-16 09:21:14
264,265,2918,2921,2015-04-16 09:21:14,2015-04-16 09:21:14
265,266,2921,2824,2015-04-16 09:21:14,2015-04-16 09:21:14
266,267,2923,2938,2015-04-16 09:21:14,2015-04-16 09:21:14
267,268,2938,2923,2015-04-16 09:21:14,2015-04-16 09:21:14
268,269,2942,2962,2015-04-16 09:21:14,2015-04-16 09:21:14
269,270,2943,2765,2015-04-16 09:21:14,2015-04-16 09:21:14
270,271,2952,2591,2015-04-16 09:21:14,2015-04-16 09:21:14
271,272,2962,2942,2015-04-16 09:21:14,2015-04-16 09:21:14
272,273,2964,3328,2015-04-16 09:21:14,2015-04-16 09:21:14
273,274,2987,3003,2015-04-16 09:21:14,2015-04-16 09:21:14
274,275,2990,2992,2015-04-16 09:21:14,2015-04-16 09:21:14
275,276,2992,3015,2015-04-16 09:21:14,2015-04-16 09:21:14
276,277,2994,2678,2015-04-16 09:21:14,2015-04-16 09:21:14
277,278,2997,2998,2015-04-16 09:21:14,2015-04-16 09:21:14
278,279,2998,2997,2015-04-16 09:21:14,2015-04-16 09:21:14
279,280,3003,2674,2015-04-16 09:21:14,2015-04-16 09:21:14
280,281,3007,3009,2015-04-16 09:21:14,2015-04-16 09:21:14
281,282,3009,3014,2015-04-16 09:21:14,2015-04-16 09:21:14
282,283,3014,3007,2015-04-16 09:21:14,2015-04-16 09:21:14
283,284,3015,3018,2015-04-16 09:21:14,2015-04-16 09:21:14
284,285,3018,3631,2015-04-16 09:21:14,2015-04-16 09:21:14
285,286,3020,4411,2015-04-16 09:21:14,2015-04-16 09:21:14
286,287,3022,3054,2015-04-16 09:21:14,2015-04-16 09:21:14
287,288,3024,3028,2015-04-16 09:21:14,2015-04-16 09:21:14
288,289,3028,3024,2015-04-16 09:21:14,2015-04-16 09:21:14
289,290,3032,3036,2015-04-16 09:21:14,2015-04-16 09:21:14
290,291,3035,3040,2015-04-16 09:21:14,2015-04-16 09:21:14
291,292,3036,3038,2015-04-16 09:21:14,2015-04-16 09:21:14
292,293,3037,3039,2015-04-16 09:21:14,2015-04-16 09:21:14
