,id,text,number,abbr,semantic_category_id,created_at,updated_at,created_by,updated_by
0,1099,World,1.1,PW_WO,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
1,1100,"Earth, Land",1.21,PW_EL,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
2,1101,"Ground, Soil",1.212,PW_GS,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
3,1102,"Dust, Powder",1.213,PW_DU,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
4,1103,"Mud, Mire",1.214,PW_MU,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
5,1104,"Sand, Grit",1.215,PW_SA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
6,1105,"Hill, Mountain",1.22,PW_MH,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
7,1106,"Plain, Field",1.23,PW_PF,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
8,1107,"Dale, Valley",1.24,PW_VA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
9,1108,"Isle, Island",1.25,PW_IS,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
10,1109,"Mainland, Continent",1.26,PW_ML,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
11,1110,"Shore, Beach",1.27,PW_SH,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
12,1111,Water,1.31,PW_WA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
13,1112,Sea,1.32,PW_SE,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
14,1113,"Lake, Pond",1.33,PW_LA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
15,1114,"Gulf, Bay",1.34,PW_GB,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
16,1115,"Wave, Surge",1.35,PW_WV,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
17,1116,"Brook, Stream, River",1.36,PW_RS,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
18,1117,"Spring, Well",1.37,PW_SW,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
19,1118,"Woods, Forest",1.41,PW_WF,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
20,1119,"Tree, Oak",1.42,PW_TR,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
21,1120,"Wood, Timber",1.43,PW_WD,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
22,1121,"Rock, Stone",1.44,PW_SR,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
23,1122,"Sky, Heavens",1.51,PW_SK,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
24,1123,Sun,1.52,PW_SU,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
25,1124,Moon,1.53,PW_MO,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
26,1125,Star,1.54,PW_ST,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
27,1126,"Flash, Lightning",1.55,PW_LI,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
28,1127,"Noise, Thunder",1.56,PW_TH,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
29,1128,"Thunderbolt, Lightning Strike",1.57,PW_LT,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
30,1129,Light,1.61,PW_LG,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
31,1130,Darkness,1.62,PW_DA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
32,1131,"Shade, Shadow",1.63,PW_SD,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
33,1132,"Air, Ether",1.71,PW_AI,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
34,1133,"Wind, Breeze",1.72,PW_WI,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
35,1134,"Cloud, Mirk",1.73,PW_CL,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
36,1135,"Mist, Fog, Haze",1.74,PW_MI,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
37,1136,Rain (n),1.75,PW_RA,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
38,1137,Snow (n),1.76,PW_SN,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
39,1138,"Ice, Frost",1.77,PW_IC,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
40,1139,Weather,1.78,PW_WE,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
41,1140,Fire (n),1.81,PW_FI,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
42,1141,Flame (n),1.82,PW_FL,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
43,1142,Smoke (n),1.83,PW_SM,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
44,1143,Ash(es),1.84,PW_AS,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
45,1144,"to Burn, Scorch",1.85,PW_BU,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
46,1145,"to Light, Kindle",1.86,PW_LK,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
47,1146,"Match, Fire Stick",1.87,PW_MT,23,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
48,1147,Human Being,2.1,MK_HB,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
49,1148,Man,2.21,MK_MA,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
50,1149,Woman,2.22,MK_WO,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
51,1150,Male,2.23,MK_MS,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
52,1151,Female,2.24,MK_FS,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
53,1152,Sex,2.242,MK_SX,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
54,1153,Boy,2.25,MK_BO,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
55,1154,Girl,2.26,MK_GI,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
56,1155,Child,2.27,MK_CH,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
57,1156,Infant,2.28,MK_IN,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
58,1157,Husband,2.31,MK_HU,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
59,1158,Wife,2.32,MK_WI,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
60,1159,"to Wed, Marry",2.33,MK_MR,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
61,1160,"Wedding, Marriage",2.34,MK_MW,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
62,1161,Father,2.35,MK_FA,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
63,1162,Mother,2.36,MK_MO,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
64,1163,Parent(s),2.37,MK_PA,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
65,1164,Son,2.41,MK_SO,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
66,1165,Daughter,2.42,MK_DA,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
67,1166,Son or Daughter,2.43,MK_SD,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
68,1167,Brother,2.44,MK_BR,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
69,1168,Sister,2.45,MK_SI,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
70,1169,Sibling(s),2.452,MK_BS,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
71,1170,Grandfather,2.46,MK_GF,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
72,1171,Grandmother,2.47,MK_GM,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
73,1172,Grandson,2.48,MK_GS,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
74,1173,Granddaughter,2.49,MK_GD,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
75,1174,Uncle,2.51,MK_UN,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
76,1175,Aunt,2.52,MK_AU,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
77,1176,Nephew,2.53,MK_NE,24,2015-04-16 07:58:53,2015-04-16 07:58:53,loader,loader
78,1177,Niece,2.54,MK_NI,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
79,1178,Cousin,2.55,MK_CO,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
80,1179,Ancestor(s),2.56,MK_AN,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
81,1180,Descendant(s),2.57,MK_DE,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
82,1181,Father-in-Law,2.61,MK_FL,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
83,1182,Mother-in-Law,2.62,MK_ML,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
84,1183,Son-in-Law,2.63,MK_SL,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
85,1184,Daughter-in-Law,2.64,MK_DL,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
86,1185,Brother-in-Law,2.65,MK_BL,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
87,1186,Sister-in-Law,2.66,MK_SW,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
88,1187,Stepfather,2.71,MK_SF,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
89,1188,Stepmother,2.72,MK_SM,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
90,1189,Stepson,2.73,MK_SS,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
91,1190,Stepdaughter,2.74,MK_SR,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
92,1191,Orphan,2.75,MK_OR,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
93,1192,Widow,2.76,MK_WD,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
94,1193,Relative(s),2.81,MK_RE,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
95,1194,Family,2.82,MK_FM,24,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
96,1195,Animal,3.11,AN_AN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
97,1196,Male Animal,3.12,AN_MA,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
98,1197,Female Animal,3.13,AN_FE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
99,1198,to Castrate,3.14,AN_CA,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
100,1199,Livestock,3.15,AN_LI,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
101,1200,to Pasture,3.16,AN_PV,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
102,1201,Pasture,3.17,AN_PS,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
103,1202,Herdsman,3.18,AN_HE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
104,1203,"Stall, Stable",3.19,AN_ST,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
105,1204,"Cattle, Bovines",3.20,AN_CB,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
106,1205,Bull,3.21,AN_BU,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
107,1206,"Ox, Steer",3.22,AN_OX,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
108,1207,Cow,3.23,AN_CO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
109,1208,Calf,3.24,AN_CF,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
110,1209,Sheep,3.25,AN_SH,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
111,1210,Ram,3.26,AN_RA,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
112,1211,Wether,3.27,AN_WE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
113,1212,Ewe,3.28,AN_EW,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
114,1213,Lamb,3.29,AN_LA,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
115,1214,Swine,3.31,AN_SW,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
116,1215,Boar,3.32,AN_BO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
117,1216,Barrow,3.33,AN_BA,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
118,1217,Sow,3.34,AN_SO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
119,1218,Pig,3.35,AN_PI,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
120,1219,Goat,3.36,AN_GO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
121,1220,He-Goat,3.37,AN_HG,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
122,1221,Kid,3.38,AN_KI,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
123,1222,Horse (generic),3.41,AN_HO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
124,1223,Stallion,3.42,AN_SN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
125,1224,Gelding,3.43,AN_GE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
126,1225,Mare,3.44,AN_MR,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
127,1226,"Foal, Colt",3.45,AN_FC,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
128,1227,"Ass, Donkey",3.46,AN_AD,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
129,1228,Mule,3.47,AN_MU,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
130,1229,"Hen, Chicken (generic)",3.51,AN_HC,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
131,1230,"Cock, Rooster",3.52,AN_CK,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
132,1231,Capon,3.53,AN_CN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
133,1232,Hen,3.54,AN_HN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
134,1233,Chicken,3.55,AN_CH,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
135,1234,Goose,3.56,AN_GS,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
136,1235,Duck,3.57,AN_DU,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
137,1236,Dog,3.61,AN_DO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
138,1237,Puppy,3.612,AN_PU,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
139,1238,Cat,3.62,AN_CT,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
140,1239,Mouse,3.63,AN_MO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
141,1240,Bird,3.64,AN_BI,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
142,1241,Fish (n),3.65,AN_FI,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
143,1242,Fisherman,3.66,AN_FM,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
144,1243,Wolf,3.71,AN_WO,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
145,1244,Lion,3.72,AN_LN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
146,1245,Bear,3.73,AN_BR,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
147,1246,Fox,3.74,AN_FX,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
148,1247,Deer,3.75,AN_DE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
149,1248,Monkey,3.76,AN_MK,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
150,1249,Elephant,3.77,AN_EL,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
151,1250,Camel,3.78,AN_CM,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
152,1251,to Hunt,3.79,AN_HU,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
153,1252,Insect,3.81,AN_IN,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
154,1253,Bee,3.82,AN_BE,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
155,1254,Fly (n),3.83,AN_FL,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
156,1255,Worm,3.84,AN_WR,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
157,1256,Snake,3.85,AN_SK,25,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
158,1257,Body,4.11,BP_BO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
159,1258,"Skin, Hide",4.12,BP_SH,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
160,1259,Flesh,4.13,BP_FL,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
161,1260,Hair,4.14,BP_HA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
162,1261,Beard,4.142,BP_BE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
163,1262,Blood,4.15,BP_BL,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
164,1263,Bone,4.16,BP_BN,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
165,1264,Rib,4.162,BP_RI,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
166,1265,Horn,4.17,BP_HO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
167,1266,Tail,4.18,BP_TA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
168,1267,Back,4.19,BP_BA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
169,1268,Head,4.20,BP_HE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
170,1269,Skull,4.202,BP_SK,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
171,1270,Brain,4.203,BP_BR,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
172,1271,Face,4.204,BP_FA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
173,1272,Forehead,4.205,BP_FO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
174,1273,Eyebrow,4.206,BP_EB,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
175,1274,Jaw,4.207,BP_JW,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
176,1275,Cheek,4.208,BP_CK,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
177,1276,Chin,4.209,BP_CN,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
178,1277,Eye,4.21,BP_EY,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
179,1278,Ear,4.22,BP_EA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
180,1279,Nose,4.23,BP_NO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
181,1280,Mouth,4.24,BP_MO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
182,1281,Lip,4.25,BP_LI,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
183,1282,Tongue,4.26,BP_TG,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
184,1283,Tooth,4.27,BP_TO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
185,1284,Neck,4.28,BP_NK,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
186,1285,Throat,4.29,BP_TR,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
187,1286,Shoulder,4.30,BP_SD,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
188,1287,Arm,4.31,BP_AR,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
189,1288,Elbow,4.32,BP_EL,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
190,1289,Hand,4.33,BP_HN,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
191,1290,Finger,4.34,BP_FI,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
192,1291,Thumb,4.342,BP_TM,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
193,1292,Leg,4.35,BP_LE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
194,1293,Knee,4.36,BP_KN,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
195,1294,Foot,4.37,BP_FT,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
196,1295,Toe,4.38,BP_TE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
197,1296,"Nail, Claw",4.39,BP_NA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
198,1297,Wing,4.392,BP_WI,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
199,1298,Feather,4.393,BP_FE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
200,1299,Front of Chest,4.40,BP_FC,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
201,1300,Breast of Woman,4.41,BP_BW,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
202,1301,Udder of Animals,4.42,BP_UA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
203,1302,Navel,4.43,BP_NV,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
204,1303,Heart,4.44,BP_HR,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
205,1304,Liver,4.45,BP_LV,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
206,1305,"Belly, Stomach",4.46,BP_BS,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
207,1306,Womb,4.47,BP_WO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
208,1307,Egg,4.48,BP_EG,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
209,1308,Testicle,4.49,BP_TS,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
210,1309,Penis,4.492,BP_PE,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
211,1310,to Breathe; Breath,4.51,BP_BB,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
212,1311,"to Gape, Yawn",4.52,BP_YG,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
213,1312,to Cough,4.53,BP_CO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
214,1313,to Sneeze,4.54,BP_SN,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
215,1314,"Sweat, Perspiration",4.55,BP_SW,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
216,1315,to Spit,4.56,BP_SP,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
217,1316,to Vomit,4.57,BP_VO,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
218,1317,to Bite,4.58,BP_BI,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
219,1318,to Lick,4.59,BP_LC,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
220,1319,to Sleep; Sleep,4.61,BP_SL,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
221,1320,Dream (n),4.62,BP_DR,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
222,1321,to Wake,4.63,BP_WA,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
223,1322,"to Fart, Break Wind",4.64,BP_FB,26,2015-04-16 07:58:54,2015-04-16 07:58:54,loader,loader
